1,144.2497834,3.749087228,144.2497834,-1.75e-28,39.05224929,29.42506198,0,1.35e-06,276.371041,144.2497834,102,101.2854221,92.20135833,92.51286337,92.51286337,1.91e-06,101.9991351,101.2854221,144.2497834,144.2497834,29.37181978,1,144.2497834,2.57e-12,39.13828301,276.371041,39.13828301,1.35e-06,2.000024333,1,144.2497834,0.003804863,2.035554788,0,-7.58e-88,102,29.42506198,-9.59e-17,1.071101742,0,0,1.35e-06,1.999971955,1.071101742,1,1.82e-12,0,2.000024333,1.52e-30,0,102,101.999999,102,0,0,4.33e-05,292.2781881,0,4.216799952,0,0,4.216799952,292.2781881,-9.59e-17,4.55e-13,0.036326514,39.13828301,1,102,1.82e-12,1.999971955,0,1.91e-06,-7.58e-88,1.071101742,3.64e-12,1,92.20135833,101.999999,101.9991351,0,4.33e-05,1,0,-1.75e-28,0,0,2.035554788,144.2497834,144.2497834,102,3.64e-12,1.52e-30,0,1,0,102,3.749087228,1.35e-06
1,144.2497834,3.006496712,144.2497834,-2.81e-29,39.03068438,0.014301996,0,0,259.171829,144.2497834,102,101.9996586,96.35074512,92.69470461,92.69470461,0,102,101.9996586,144.2497834,144.2497834,29.31441055,1,144.2497834,4.07e-12,38.97535586,259.171829,38.97535586,1.35e-06,1.998329635,1,144.2497834,0.729030142,1.999459615,0,1.32e-121,102,0.014301996,-1.09e-17,1.071894757,0,0,0,1.997217609,1.071894757,1,0,0,1.998329635,5.05e-34,0,102,102,102,0,0,1.82e-12,191.7173706,0,4.219045513,0,0,4.219045513,191.7173706,-1.09e-17,4.55e-13,0,38.97535586,1,102,0,1.997217609,0,0,1.32e-121,1.071894757,0,1,96.35074512,102,102,0,1.82e-12,1,0,-2.81e-29,0,0,1.999459615,144.2497834,144.2497834,102,0,5.05e-34,0,1,0,102,3.006496712,1.35e-06
1,144.2497834,6.90332681,144.2497834,4.38e-28,39.01365442,33.0646737,-2.4e-19,1.91e-06,290.089935,144.2497834,102,101.1952209,96.11009963,92.31461365,92.31461365,1.35e-06,101.9922281,101.1952209,144.2497834,144.2497834,33.26684279,1,144.2497834,5.14e-12,38.93832994,290.089935,38.93832994,1.91e-06,4.976550327,1,144.2497834,0.007843827,5.092105102,0,-1.56e-158,102,33.0646737,1.2e-16,1.072119864,0,0,1.91e-06,4.95950115,1.072119864,1,4.07e-12,-8.57e-147,4.976550327,-6.18e-31,0,102,101.9999262,102,0,0,0.003100267,198.6404802,0,4.220433674,0,0,4.220433674,198.6404802,1.2e-16,0,0.326357411,38.93832994,1,102,4.07e-12,4.95950115,0,1.35e-06,-1.56e-158,1.072119864,2.57e-12,1,96.11009963,101.9999262,101.9922281,0,0.003100267,1,0,4.38e-28,0,-2.4e-19,5.092105102,144.2497834,144.2497834,102,2.57e-12,-6.18e-31,0,1,0,102,6.90332681,1.91e-06
1,109.2126141,2.173970968,138.5929291,68.40315749,18889.11318,4.09e-05,0.10624791,13.60655783,275.9728412,138.5929291,78.1911089,97.9999991,95.97655801,92.76622926,92.76622926,1.35e-06,98,97.9999991,114.90866,138.5929291,28.56846187,1,114.9092551,509.7670853,25.09496188,275.9728412,25.09496132,1.91e-06,1,1,138.5929291,2.84e+13,1.000000068,0,-3.51e-37,98,4.09e-05,0.189766468,1.344610982,4.06e-50,4.19e-05,1.35e-06,1,1.344610982,1.000000029,395.5136841,1.77e-06,1,-1.76e-35,0,98,98,98,0,0,0,136.8877099,0,11.08018837,0,0,5.303260007,136.8877099,0,1.13e-05,0,25.09496188,1.000000001,98,4.07e-12,1,0,0.006347686,7.3e-08,1.141549296,2.57e-12,1.000000029,95.97655801,98,98,0,0,1,0,-1.77e-29,0.043353349,-6.85e-24,1.000000068,119.2853153,115.5109025,98,42.21585023,27.02690643,5.61e-29,1,0,98,2.173970968,18.98083491
1,144.2497834,3.683181103,144.2497834,-3.43e-28,39.02792345,1.45e-07,0,1.91e-06,262.834866,144.2497834,102,102,100.308659,92.50325471,92.50325471,0,102,102,144.2497834,144.2497834,30.72808489,1,144.2497834,6.56e-12,39.02289295,262.834866,39.02289295,2.34e-06,2.999873085,1,144.2497834,0.005665503,2.999957714,0,1.63e-51,102,1.45e-07,-7.71e-17,1.071672518,0,0,1.91e-06,2.99978848,1.071672518,1,3.64e-12,0,2.999873085,-7.05e-47,0,102,102,102,0,0,1.82e-12,59.8066786,0,4.219089173,0,0,4.219089173,59.8066786,-7.71e-17,2.27e-13,3.64e-12,39.02289295,1,102,3.64e-12,2.99978848,0,0,1.63e-51,1.071672518,1.82e-12,1,100.308659,102,102,0,1.82e-12,1,0,-3.43e-28,0,0,2.999957714,144.2497834,144.2497834,102,1.82e-12,-7.05e-47,0,1,0,102,3.683181103,2.34e-06
1,144.2497834,1.893349275,144.2497834,1.63e-30,39.02138026,0.003809573,0,1.91e-06,288.5254947,144.2497834,102,101.9999091,94.52906937,92.29766079,92.29766079,1.91e-06,102,101.9999091,144.2497834,144.2497834,27.5277847,1,144.2497834,2.57e-12,39.02440214,288.5254947,39.02440214,1.35e-06,1,1,144.2497834,0.001780182,1.000002227,0,7.72e-40,102,0.003809573,8.95e-19,1.071666325,0,0,1.91e-06,1,1.071666325,1,3.64e-12,3e-28,1,2.18e-43,0,102,102,102,0,0,0,240.3812922,0,4.219703989,0,0,4.219703989,240.3812922,8.95e-19,0,0,39.02440214,1,102,3.64e-12,1,0,1.91e-06,7.72e-40,1.071666325,4.07e-12,1,94.52906937,102,102,0,0,1,0,1.63e-30,0,0,1.000002227,144.2497834,144.2497834,102,4.07e-12,2.18e-43,0,1,0,102,1.893349275,1.35e-06
1,144.2497834,3.838764466,144.2497834,3.86e-29,39.02696605,8.47e-05,0,0,304.5373158,144.2497834,102,101.999998,98.39294515,91.70803202,91.70803202,0,102,101.999998,144.2497834,144.2497834,30.54411664,1,144.2497834,2.57e-12,39.02824688,304.5373158,39.02824688,1.35e-06,2.993347124,1,144.2497834,0.002148323,2.997779999,0,9.79e-157,102,8.47e-05,2.12e-17,1.071648198,0,0,0,2.988924478,1.071648198,1,3.64e-12,0,2.993347124,-1.44e-51,0,102,102,102,0,0,0,131.8764555,0,4.219178158,0,0,4.219178158,131.8764555,2.12e-17,4.55e-13,3.64e-12,39.02824688,1,102,3.64e-12,2.988924478,0,0,9.79e-157,1.071648198,3.64e-12,1,98.39294515,102,102,0,0,1,0,3.86e-29,0,0,2.997779999,144.2497834,144.2497834,102,3.64e-12,-1.44e-51,0,1,0,102,3.838764466,1.35e-06
1,108.1072052,4.744033597,138.5929291,18.95317004,14.07658771,54.11151539,-0.132374384,18.7022699,266.7195118,138.5929291,77.46076709,96.55346123,93.95918812,93.21773844,93.21773844,1.91e-06,97.99743414,96.55346123,114.9086557,138.5929291,30.75553473,1.000067529,114.906471,499.897777,4.619452131,266.7195118,5.434077377,1.35e-06,1.000067547,1,138.5929291,97.27967181,1.048432562,0.312248002,-2.03e-73,97.99999574,54.11151539,0.053630084,1.941304587,1.64e-254,0.000161703,1.35e-06,1.000000112,1.941304587,1.04072211,395.5741928,-2.23e-06,1.000067547,1.21e-54,4.87e-05,98,97.99999574,97.99743407,0,0,0.000161703,236.4754604,0,11.0061876,0.029366833,0,5.056984841,236.4754604,0,16.35255735,0.097499106,4.618046235,1.000000001,98,1.82e-12,1.000000112,0,7.368243133,-9.14e-08,1.141813446,3.64e-12,1.04072211,93.95918812,97.99999574,97.99743414,0,0.000161703,1.000000112,0,2.04e-29,0.097498814,0,1.048432562,105.3626766,113.6432151,98,54.29100687,-33.65138142,4.41e-99,1.000067529,0,98,4.744033597,18.93701864
1,109.2971774,1.712387468,138.5929291,-3.040094365,13.6565776,3.89e-05,-0.043596792,13.62943451,288.2060537,138.5929291,77.98116042,97.99999898,94.33093126,91.96399018,91.96399018,0,98,97.99999898,114.90866,138.5929291,27.53203209,1,114.9092551,523.3680459,25.14442587,288.2060537,25.14442533,1.35e-06,1,1,138.5929291,97.84354922,1.000000028,0,2.84e-46,98,3.89e-05,-0.008226106,1.345226979,5e-88,4.19e-05,0,1,1.345226979,1.000000028,395.428807,-1.52e-12,1,9.24e-33,0,98,98,98,0,0,0,161.9841615,0,11.33934682,0,0,5.307763874,161.9841615,-2.15e-17,1.09e-05,0,25.14442587,1.000000001,98,0,1,0,0.006239796,-6.15e-14,1.141239893,1.82e-12,1.000000028,94.33093126,98,98,0,0,1,0,-3.91e-29,0.043355262,0,1.000000028,119.2275892,115.5109112,98,42.21643371,-11.10183175,1.01e-51,1,0,98,1.712387468,18.87014574
1,144.2497834,4.875003108,144.2497834,1.47e-28,39.02130549,45.1324668,0,0,279.7550489,144.2497834,102,100.893381,93.80814076,92.44518124,92.44518124,0,101.9925585,100.893381,144.2497834,144.2497834,30.77819206,1,144.2497834,5.75e-12,39.01883698,279.7550489,39.01883698,1.35e-06,2.99024223,1,144.2497834,0.063424273,3.079932111,0,5.81e-180,102,45.1324668,4.67e-17,1.071695034,0,0,0,2.982886912,1.071695034,1,1.82e-12,0,2.99024223,7.03e-61,0,102,101.9999512,102,0,0,0.002051435,257.4450876,0,4.219729291,0,0,4.219729291,257.4450876,4.67e-17,2.27e-13,0.312487934,39.01883698,1,102,1.82e-12,2.982886912,0,0,5.81e-180,1.071695034,0,1,93.80814076,101.9999512,101.9925585,0,0.002051435,1,0,1.47e-28,0,0,3.079932111,144.2497834,144.2497834,102,0,7.03e-61,0,1,0,102,4.875003108,1.35e-06
